Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
0515FD       1    No     0000D297-0000D29C        6
05160C       1    No     0000D29D-0000D2A2        6
051616       1    No     0000D2A3-0000D2A8        6
051620       7    No     0000D2A9-0000D2B4        C
05163A       1    No     0000D2B5-0000D2BA        6
0516B0       4    No     0000D2BB-0000D2C3        9
0516BA       4    No     0000D2C4-0000D2CC        9
0516C4       4    No     0000D2CD-0000D2D5        9
0516CE       4    No     0000D2D6-0000D2DE        9
0516D8       4    No     0000D2DF-0000D2E7        9
0516E2       4    No     0000D2E8-0000D2F0        9
0516EC       4    No     0000D2F1-0000D2F9        9
0516F6       4    No     0000D2FA-0000D302        9
051700       4    No     0000D303-0000D30B        9
0517B2       2    No     0000D30C-0000D312        7
0517BE       1    No     0000D313-0000D318        6
0517E8      12    No     0000D319-0000D32F       17
051827       D    No     0000D330-0000D341       12
051883       4    No     0000D342-0000D34A        9
05188D       4    No     0000D34B-0000D353        9
051897       4    No     0000D354-0000D35C        9
0518A1       4    No     0000D35D-0000D365        9
0518AB       4    No     0000D366-0000D36E        9
0518B5       4    No     0000D36F-0000D377        9
0518C5       4    No     0000D378-0000D380        9
051A43       2    No     0000D381-0000D387        7
051B65       2    No     0000D388-0000D38E        7
051B71       1    No     0000D38F-0000D394        6
051B9B       1    No     0000D395-0000D39A        6
051BAE       1    No     0000D39B-0000D3A0        6
051BBF       1    No     0000D3A1-0000D3A6        6
051C19       3    No     0000D3A7-0000D3AE        8
051C29       B    No     0000D3AF-0000D3BE       10
051C47       1    No     0000D3BF-0000D3C4        6
051C4E       1    No     0000D3C5-0000D3CA        6
051C55       9    No     0000D3CB-0000D3D8        E
051C71       2    No     0000D3D9-0000D3DF        7
051C91       4    No     0000D3E0-0000D3E8        9
051CA4       1    No     0000D3E9-0000D3EE        6
051CE8       1    No     0000D3EF-0000D3F4        6
051CEF       2    No     0000D3F5-0000D3FB        7
051CF7       1    No     0000D3FC-0000D401        6
051CFF       1    No     0000D402-0000D407        6
051D13       2    No     0000D408-0000D40E        7
051D33       4    No     0000D40F-0000D417        9
051D51       5    No     0000D418-0000D421        A
051DA1       2    No     0000D422-0000D428        7
051DA9       8    No     0000D429-0000D435        D
051DB8       B    No     0000D436-0000D445       10
051DCE       4    No     0000D446-0000D44E        9
051DF3       2    No     0000D44F-0000D455        7
051DFB       4    No     0000D456-0000D45E        9
051E16       2    No     0000D45F-0000D465        7
051E1E       4    No     0000D466-0000D46E        9
051E39       2    No     0000D46F-0000D475        7
051E41       4    No     0000D476-0000D47E        9
051E55       4    No     0000D47F-0000D487        9
051E6E       4    No     0000D488-0000D490        9
051E87       4    No     0000D491-0000D499        9
051EA0       4    No     0000D49A-0000D4A2        9
051EB9       4    No     0000D4A3-0000D4AB        9
051FDC       2    No     0000D4AC-0000D4B2        7
051FE8       1    No     0000D4B3-0000D4B8        6
052035       1    No     0000D4B9-0000D4BE        6
052045       B    No     0000D4BF-0000D4CE       10
052069       4    No     0000D4CF-0000D4D7        9
05208C       4    No     0000D4D8-0000D4E0        9
0520A5       6    No     0000D4E1-0000D4EB        B
0520BD       4    No     0000D4EC-0000D4F4        9
0521F2       2    No     0000D4F5-0000D4FB        7
0521FE       1    No     0000D4FC-0000D501        6
052237       3    No     0000D502-0000D509        8
052246       2    No     0000D50A-0000D510        7
052266       1    No     0000D511-0000D516        6
052288       9    No     0000D517-0000D524        E
0522B4       4    No     0000D525-0000D52D        9
0522BE       4    No     0000D52E-0000D536        9
0523BD       2    No     0000D537-0000D53D        7
0523C9       1    No     0000D53E-0000D543        6
05242E      17    No     0000D544-0000D55F       1C
052466       4    No     0000D560-0000D568        9
052470       4    No     0000D569-0000D571        9
0525FF       1    No     0000D572-0000D577        6
052631       1    No     0000D578-0000D57D        6
052642       7    No     0000D57E-0000D589        C
05264F       1    No     0000D58A-0000D58F        6
052657       7    No     0000D590-0000D59B        C
052664       7    No     0000D59C-0000D5A7        C
052671       1    No     0000D5A8-0000D5AD        6
052684       1    No     0000D5AE-0000D5B3        6
05269F       1    No     0000D5B4-0000D5B9        6
0526AC       1    No     0000D5BA-0000D5BF        6
0526D0       1    No     0000D5C0-0000D5C5        6
0526DA       1    No     0000D5C6-0000D5CB        6
0526E1       1    No     0000D5CC-0000D5D1        6
05271E       1    No     0000D5D2-0000D5D7        6
052726       2    No     0000D5D8-0000D5DE        7
052731       2    No     0000D5DF-0000D5E5        7
05275F       A    No     0000D5E6-0000D5F4        F
0527A7       2    No     0000D5F5-0000D5FB        7
0527C4       1    No     0000D5FC-0000D601        6
0527D3       1    No     0000D602-0000D607        6
0527E2       1    No     0000D608-0000D60D        6
0527F3       1    No     0000D60E-0000D613        6
052802       1    No     0000D614-0000D619        6
052811       1    No     0000D61A-0000D61F        6
052885       1    No     0000D620-0000D625        6
0528DF       F    No     0000D626-0000D639       14
0528F9       1    No     0000D63A-0000D63F        6
05290C       2    No     0000D640-0000D646        7
052920       2    No     0000D647-0000D64D        7
052928       1    No     0000D64E-0000D653        6
05293A       1    No     0000D654-0000D659        6
052943       E    No     0000D65A-0000D66C       13
052997       2    No     0000D66D-0000D673        7
0529A2       1    No     0000D674-0000D679        6
0529AF       2    No     0000D67A-0000D680        7
0529BA       2    No     0000D681-0000D687        7
0529C5       2    No     0000D688-0000D68E        7
0529D0      13    No     0000D68F-0000D6A6       18
052A09       6    No     0000D6A7-0000D6B1        B
052A16       6    No     0000D6B2-0000D6BC        B
052A23       6    No     0000D6BD-0000D6C7        B
052A36       6    No     0000D6C8-0000D6D2        B
055272       1    No     0000D6D3-0000D6D8        6
0552B1       1    No     0000D6D9-0000D6DE        6
0552BA       1    No     0000D6DF-0000D6E4        6
055313       1    No     0000D6E5-0000D6EA        6
05533C       2    No     0000D6EB-0000D6F1        7
055351       1    No     0000D6F2-0000D6F7        6
055383       2    No     0000D6F8-0000D6FE        7
0553D2       1    No     0000D6FF-0000D704        6
0553DA       1    No     0000D705-0000D70A        6
0553E2       1    No     0000D70B-0000D710        6
0553EA       1    No     0000D711-0000D716        6
0553F2       B    No     0000D717-0000D726       10
05540C       8    No     0000D727-0000D733        D
055421       1    No     0000D734-0000D739        6
05542F       1    No     0000D73A-0000D73F        6
05544B       1    No     0000D740-0000D745        6
05545F       1    No     0000D746-0000D74B        6
05546A       1    No     0000D74C-0000D751        6
055496       1    No     0000D752-0000D757        6
0554E4       5    No     0000D758-0000D761        A
0554F9       2    No     0000D762-0000D768        7
055505       B    No     0000D769-0000D778       10
055590       4    No     0000D779-0000D781        9
0555A9       4    No     0000D782-0000D78A        9
0555C2       4    No     0000D78B-0000D793        9
0555DB       4    No     0000D794-0000D79C        9
0555F4       4    No     0000D79D-0000D7A5        9
05560D       4    No     0000D7A6-0000D7AE        9
055626       4    No     0000D7AF-0000D7B7        9
05563F       4    No     0000D7B8-0000D7C0        9
055659       2    No     0000D7C1-0000D7C7        7
055665      13    No     0000D7C8-0000D7DF       18
055694       4    No     0000D7E0-0000D7E8        9
0556B3       2    No     0000D7E9-0000D7EF        7
0556BD       2    No     0000D7F0-0000D7F6        7
0556C9       B    No     0000D7F7-0000D806       10
0556E7       1    No     0000D807-0000D80C        6
05578D       4    No     0000D80D-0000D815        9
05581F       2    No     0000D816-0000D81C        7
05582B       B    No     0000D81D-0000D82C       10
0558CF       4    No     0000D82D-0000D835        9
0558E8       4    No     0000D836-0000D83E        9
055901       4    No     0000D83F-0000D847        9
05591A       4    No     0000D848-0000D850        9
055933       4    No     0000D851-0000D859        9
05594C       4    No     0000D85A-0000D862        9
055965       4    No     0000D863-0000D86B        9
05597E       4    No     0000D86C-0000D874        9
055997       4    No     0000D875-0000D87D        9
0559B0       4    No     0000D87E-0000D886        9
0559D4       2    No     0000D887-0000D88D        7
0559E0       B    No     0000D88E-0000D89D       10
055A80       4    No     0000D89E-0000D8A6        9
055A99       4    No     0000D8A7-0000D8AF        9
055AB2       4    No     0000D8B0-0000D8B8        9
055ACB       4    No     0000D8B9-0000D8C1        9
055AE4       4    No     0000D8C2-0000D8CA        9
055AFD       4    No     0000D8CB-0000D8D3        9
055B16       4    No     0000D8D4-0000D8DC        9
055B2F       4    No     0000D8DD-0000D8E5        9
055B48       4    No     0000D8E6-0000D8EE        9
055B61       4    No     0000D8EF-0000D8F7        9
055B7B       2    No     0000D8F8-0000D8FE        7
055B87       B    No     0000D8FF-0000D90E       10
055C31       4    No     0000D90F-0000D917        9
055C4A       4    No     0000D918-0000D920        9
055C63       4    No     0000D921-0000D929        9
055C7C       4    No     0000D92A-0000D932        9
055C95       4    No     0000D933-0000D93B        9
055CAE       4    No     0000D93C-0000D944        9
055CC7       4    No     0000D945-0000D94D        9
055CE0       4    No     0000D94E-0000D956        9
055CF9       4    No     0000D957-0000D95F        9
055D12       4    No     0000D960-0000D968        9
055D45       2    No     0000D969-0000D96F        7
055D51       B    No     0000D970-0000D97F       10
055DF1       4    No     0000D980-0000D988        9
055DFB       4    No     0000D989-0000D991        9
055E05       4    No     0000D992-0000D99A        9
055E0F       4    No     0000D99B-0000D9A3        9
055E19       4    No     0000D9A4-0000D9AC        9
055E23       4    No     0000D9AD-0000D9B5        9
055E2D       4    No     0000D9B6-0000D9BE        9
055E37       4    No     0000D9BF-0000D9C7        9
055E41       4    No     0000D9C8-0000D9D0        9
055E4B       4    No     0000D9D1-0000D9D9        9
055EEC       2    No     0000D9DA-0000D9E0        7
055EF8       B    No     0000D9E1-0000D9F0       10
055F88       4    No     0000D9F1-0000D9F9        9
055F92       4    No     0000D9FA-0000DA02        9
055F9C       4    No     0000DA03-0000DA0B        9
055FA6       4    No     0000DA0C-0000DA14        9
055FB0       4    No     0000DA15-0000DA1D        9
055FBA       4    No     0000DA1E-0000DA26        9
055FC4       4    No     0000DA27-0000DA2F        9
055FCE       4    No     0000DA30-0000DA38        9
055FD8       4    No     0000DA39-0000DA41        9
056071       2    No     0000DA42-0000DA48        7
056081       4    No     0000DA49-0000DA51        9
056090       2    No     0000DA52-0000DA58        7
0560AC       4    No     0000DA59-0000DA61        9
0560F6       5    No     0000DA62-0000DA6B        A
05617D       2    No     0000DA6C-0000DA72        7
05618D       4    No     0000DA73-0000DA7B        9
05619C       2    No     0000DA7C-0000DA82        7
0561B8       4    No     0000DA83-0000DA8B        9
056250       7    No     0000DA8C-0000DA97        C
056263       4    No     0000DA98-0000DAA0        9
056280       2    No     0000DAA1-0000DAA7        7
056291       7    No     0000DAA8-0000DAB3        C
0562A6       1    No     0000DAB4-0000DAB9        6
0562BF       2    No     0000DABA-0000DAC0        7
0562CC       1    No     0000DAC1-0000DAC6        6
0562D3       2    No     0000DAC7-0000DACD        7
0562F6       1    No     0000DACE-0000DAD3        6
056305       1    No     0000DAD4-0000DAD9        6
056334       2    No     0000DADA-0000DAE0        7
05635D       1    No     0000DAE1-0000DAE6        6
056369       2    No     0000DAE7-0000DAED        7
056371       4    No     0000DAEE-0000DAF6        9
05638C       1    No     0000DAF7-0000DAFC        6
0563A7       7    No     0000DAFD-0000DB08        C
0563B4       8    No     0000DB09-0000DB15        D
0563C2       1    No     0000DB16-0000DB1B        6
0563D7       1    No     0000DB1C-0000DB21        6
0563E3       1    No     0000DB22-0000DB27        6
0563EB       1    No     0000DB28-0000DB2D        6
05640A       4    No     0000DB2E-0000DB36        9
056480       2    No     0000DB37-0000DB3D        7
056490       4    No     0000DB3E-0000DB46        9
05649F       2    No     0000DB47-0000DB4D        7
0564BB       4    No     0000DB4E-0000DB56        9
056508       2    No     0000DB57-0000DB5D        7
056514       1    No     0000DB5E-0000DB63        6
